speech_id,session,committee,date,issue,speaker,speaker_position,role_level,ministry,is_responsible,responsibility_tag,questioner,questioner_group,speech_text,speech_url
121704260X02220250528_373,217,厚生労働委員会,2025-05-28,第22号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"基本計画は年金機構の通常業務に必要な人員数が定められたものでございますが、その範囲で事務の効率化を進めながら、基本計画策定時に想定されていなかった制度改正の施行などの新たな業務への対応を図っていく必要がございます。そのため、手続の電子化等を進めることにより、企業や年金機構の事務処理の効率化を進めているところでございます。
　今回の法案の施行に当たりましても、年金機構において必要な体制整備を図っていく必要があると考えておりまして、手続の電子化等による業務の効率化であったり予算要求を行い、必要な人員を確保してまいりたいと考えています。
　また、年金機構によりますと、非正規職員の処遇につきましては、正規職員への登用、無期転換職員の給与のベースアップの仕組みの導入、産前産後休暇の有給化などの休暇制度の見直しなどを実施しておりまして、今後も職員の方々がやりがいを持って業務に当たることができるように取り組むと聞いております。",https://kokkai.ndl.go.jp/txt/121704260X02220250528/373
121704260X02220250528_375,217,厚生労働委員会,2025-05-28,第22号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"まず、令和六年度の数値は、現在集計中でございます。御指摘ありましたように、御質問であったり一連の報道を踏まえまして、令和六年度における認定状況について、その実態把握のための調査をすることとしておりまして、この中で、個別の事例について適正に審査されているかどうかを速やかに確認することとしております。
　その中で、今御指摘ありましたように、これはサンプルを取ってやりますから全数ではありませんが、その中で全体の傾向等については把握できるというふうに考えておりまして、そういった調査の結果については、六月の中旬に公表できるようにしていきたいと考えています。",https://kokkai.ndl.go.jp/txt/121704260X02220250528/375
121704260X02220250528_377,217,厚生労働委員会,2025-05-28,第22号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"先ほど申し上げましたように、まず抽出をした上で、六月中旬に公表できるように今作業を進めさせていただいております。
　今御指摘ありました、そういった報道等に対しましては、昨日の参議院の厚生労働委員会での御指摘で、参議院で今理事会協議になっております。そこに対してどういう形で今資料を出させていただくかも含めて、精査をさせていただいているということでございます。",https://kokkai.ndl.go.jp/txt/121704260X02220250528/377
121704260X02220250528_381,217,厚生労働委員会,2025-05-28,第22号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"障害年金の認定に当たりましては、請求者の状況をよく知る主治医に記載いただいた診断書や、請求者本人や家族が記載する病歴、就労状況等の申立て書などにより、障害の状況や日常生活の状況等を確認の上、審査を行っているところでございます。その申立て書につきましては、社会福祉職の方が記入いただくこともございまして、総合的な判断を行っているところです。
　今御指摘がございました、実地調査を行うことであったり、社会保険労務士、社会福祉士等の合議により審査を行うことは、障害年金の審査件数が年間四十万件近くある中で、審査に相当の時間を要することとなるため、運用上の課題があるというふうに考えています。
　いずれにしましても、障害年金の認定の在り方につきましては、今後も様々な御意見を伺いながら検討を進めていきたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X02220250528/381
121704260X02020250523_005,217,厚生労働委員会,2025-05-23,第20号,鰐淵洋子,厚生労働副大臣,副大臣,厚生労働省,True,担当,不明,不明,"お答え申し上げます。
　公的年金制度は、老齢や障害、死亡によって生活の安定が損なわれることを防ぐため、世代間扶養の仕組みによりまして、賃金や物価の動向に応じた給付を一生涯支給するものでございます。国民生活を支える重要な柱となっております。
　このような役割、機能は、国が運営に責任を持つ公的年金だからこそ果たすことができるものでございまして、将来にわたり現行の社会保険方式による国民皆年金を堅持し、少子高齢化が進む中にあっても、持続可能なものとして国民の皆様の信頼に応えていくことが重要であると考えております。
　今回の法案でも、こうした考え方の下、必要な改正事項を盛り込んでおります。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/5
121704260X02020250523_007,217,厚生労働委員会,2025-05-23,第20号,鰐淵洋子,厚生労働副大臣,副大臣,厚生労働省,True,担当,不明,不明,"お答え申し上げます。
　今回の改正の趣旨でございますが、社会経済の変化を踏まえた年金制度の機能強化を図る観点から、働き方に中立的で、ライフスタイルの多様化等を踏まえた制度の構築や、高齢期における生活の安定、所得再分配機能の強化といったことなどを目的としておりまして、様々な改正項目を盛り込む重要な法案となっております。
　具体的な改正項目といたしましては、いわゆる百六万円の壁を撤廃し、より手厚い年金を受けられるようにする被用者保険の適用拡大のほか、就労収入を得ながら年金をより多く受け取れるようにする在職老齢年金制度の見直し、また、ｉＤｅＣｏの加入可能年齢の上限を七十歳未満に引き上げる措置などを盛り込んでおります。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/7
121704260X02020250523_039,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"まず、基礎年金の給付水準の確保、これは極めて重要だというふうに考えております。
　そして、御指摘がありましたように、給付水準は今後の経済状況によって変わり得ることから、政府としては、成長型の経済を目指していくということです。
　その上で、これも御指摘がありましたように、次の財政検証の結果を踏まえて、そこで適切に検討し、必要な措置を講じることとしているところでございます。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/39
121704260X02020250523_047,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"今回の法案には、将来の受給者の給付も充実させながら、現在の受給者の年金を増額させる大変重要な改正事項を盛り込んでございます。被用者保険の適用拡大、そして在職老齢年金、ｉＤｅＣｏ、それぞれについて、今日、議論の中でも委員がつまびらかにしていただいたところでございます。
　特に、令和八年度施行予定の在職老齢年金制度の見直しや被用者保険の適用拡大に係る保険料調整制度は、人手不足という喫緊の課題に対応するためのものでございまして、こうした事項を始め、重要な見直し内容を迅速かつ着実に施行するため、法案の早期の成立をお願いしたいと考えておりまして、引き続き、法案の意義や内容の丁寧な説明に尽くしてまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/47
121704260X02020250523_051,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"今御紹介いただきましたように、御党と与党の間で協議が行われるということは承知をしています。法案の修正については、そこの中の協議を経て国会においてお決めいただくものだと思います。
　御指摘いただきましたように、この年金法案の担当大臣といたしまして、引き続き、この法案の意義や内容について丁寧に説明を尽くすとともに、国会のお求めに対して、誠実にその責任を果たしてまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/51
121704260X02020250523_053,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"御指摘の年代別の夫婦の年金受給総額は、夫婦世帯の年金受給総額を、同年齢の男女が共にモデル年金の半額を平均余命まで受給するものと仮定し、令和六年財政検証結果に基づき、機械的に試算したものとなっています。
　この試算の基となります性、年代別の受給総額については、実質ゼロ成長を見込みました過去三十年投影ケースにおきまして、現在六十歳の方の場合、男性二十六万円、女性七十三万円、五十歳の場合は、男性百七十万円、女性二百十九万円、四十歳の方の場合は、男性二百四十六万円、女性二百九十五万円、三十歳の場合は、男性二百四十八万円、女性二百九十八万円、二十歳の場合は、男性二百四十八万円、女性二百九十八万円増加する見込みとなってございまして、男性も増加いたしますが、女性は更に増加する見込みとなっております。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/53
121704260X02020250523_055,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,今おっしゃいましたように、女性の方が男性よりも平均余命が長く、受給期間が長くなりますため、年金受給総額の増加も女性の方が大きくなるということでございます。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/55
121704260X02020250523_057,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"まず、御党提出の内容については、まさに今協議が行われているところでございます。その上で、前回申し上げさせていただきましたとおり、厚生年金の保険料には基礎年金部分も含まれていることから、従来から厚生年金の保険料や積立金は、報酬比例部分、つまり二階建てだけではなく、基礎年金、一階の給付にも充てられているものでございます。
　元々、当方としても御提案しておりました基礎年金のマクロ経済スライドの早期終了については、配分の割合を変えるものであったというふうに認識しておりまして、この配分割合の変更が厚生年金の積立金の流用に当たるものとは考えておりません。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/57
121704260X02020250523_059,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"御指摘がありました総理の答弁は、基礎年金の給付水準の確保は重要な課題であり、次の財政検証の結果を踏まえ、対応が必要な場合には必要な措置を講ずるとの全体的な取組の方向性について述べたものでございまして、具体的な何かの措置の内容を念頭に置いているものではないと承知をしております。
　なお、御提案の修正協議案は、基礎年金の給付水準をめぐり、今まさに公党間で協議されているところでありまして、現段階でコメントは差し控えさせていただきたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/59
121704260X02020250523_061,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"骨太の方針にどのように位置づけるかを含めまして、現時点で具体的な内容については予断を持ってお答えをすることは困難であるということは、是非御理解をいただきたいと思います。
　その上で、年金を含む高齢期の方々の所得保障、これは、就職氷河期世代の方々を含め、全ての世代にとって大変重要な課題だというふうに認識をしております。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/61
121704260X02020250523_063,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,重ねてで恐縮ですが、次の財政検証の結果を踏まえまして、対応が必要な場合に必要な措置を講じるという全体的な取組の方向性について述べたものでございます。今の時点で、こういったことを行うということをあらかじめ想定をしているわけではございません。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/63
121704260X02020250523_065,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,ちょっと、仮定のお話になりますが、私たちとしては、取組の方向性について述べたものでありまして、具体的な内容を念頭に置いているものではございませんが、次の財政検証の結果、その結果を踏まえて必要な対策を講じる、そういった中に様々な検討の要素があるということでございます。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/65
121704260X02020250523_067,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"まず、委員が今御指摘いただきました内容は、公党間で今まさに協議がなされているところでございます。
　重ねてでございますが、年金水準の、給付水準の維持ということについては大変重要な観点だというふうに思っておりまして、今回の法案には、今御指摘いただいたほかにも様々な要素が入っております。しっかりと御理解をいただけるように説明に尽くしてまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/67
121704260X02020250523_073,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"お待たせして恐縮です。
　三十五歳、四十五歳、五十九歳、この時点で封書によるかなり細かい御案内をさせていただき、それ以外の年については簡易な御案内をさせていただいているところでございます。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/73
121704260X02020250523_077,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,今御指摘いただいた制度につきましては、個人の方が自分の経歴等をネット上へ入れまして、それで、持ち主不明の記録、そういったものと照合できる、そのようなシステムだということでございます。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/77
121704260X02020250523_081,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,済みません、若干今お求めいただいた数字と違うかもしれませんが、第二号被保険者が標準報酬月額八・八万円で四十年間厚生年金に加入した場合、令和七年度価格の老齢厚生年金は、月額一万七千八百円、年額で約二十一万円となりまして、この額が、老齢基礎年金、月額六万九千三百円、年額約八十三万円に上乗せをされるということになります。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/81
121704260X02020250523_083,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"恐縮です。
　国民年金保険料月額一万七千五百十円だった方が、厚生年金保険料として月額八千五十二円を納めていただくということになります。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/83
121704260X02020250523_085,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"国民年金第一号被保険者の方については、定額の保険料を納めていただくことにより、納付期間に応じた定額の基礎年金が支給されます。一方で、第二号被保険者となることで、保険料負担が労使折半となる上、基礎年金に加えて、厚生年金による報酬比例部分も上乗せして支給をされます。また、厚生年金に加入いたしますと同時に健康保険に加入することになりますが、傷病手当金や出産手当金など、医療の給付が充実するといった側面もございます。
　このように、一号被保険者の方が被用者保険に加入することで、年金であったり医療の給付が充実する、そういったメリットがあると考えています。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/85
121704260X02020250523_087,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"先月開催されました就職氷河期世代等支援に関する関係閣僚会議では、総理から、図でお示しいただいていますように、就労、処遇改善に向けた支援、社会参加に向けた段階的支援、高齢期を見据えた支援という三本柱に沿って、関連施策の充実強化に向けた検討を行うように指示がございまして、本年六月を目途に支援策の方向性を取りまとめる方針が示されたところです。
　年金制度につきましては、就職氷河期世代を含む、将来の年金給付水準の充実につながる被用者保険の適用拡大などを盛り込んだ法案を今まさに御審議いただいているところでございまして、その状況を踏まえて対応していきたいと考えています。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/87
121704260X02020250523_089,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,先ほども申しましたように、今まさに御審議いただいているこの法案、その状況を踏まえて対応を行っていきたいということでございます。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/89
121704260X02020250523_091,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,今御指摘いただいたところにつきましては、長期的には一・五％というところは変わりはございません。成長型経済移行ケースにおいて長期の実質賃金上昇率は一・五％でございますが、足下十年間については内閣府の中長期的な試算を用いておりまして、足下の実質賃金上昇率は一・〇％でございまして、これは政府の目標と一致するものでございます。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/91
121704260X02020250523_097,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"済みません。お待たせいたしました。
　先ほど、令和六年についてはマイナス〇・五と申し上げましたが、令和五年がマイナス二・二、令和四年がマイナスの一・八ということでございまして、この三年間を平均でならしますとマイナスの一・五ということになります。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/97
121704260X02020250523_099,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,まず、経済前提につきましては、これまでの実績を踏まえながら、専門家による検討を経た上で決められているものでありますが、その上で、幅の広いケースを想定しておりまして、その幅の中で考えを進めていくべきだと考えております。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/99
121704260X02020250523_101,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,申し上げたかったのは、成長型、そして過去三十年投影ケース、そういったことの、その幅の中で考えていくべきだというふうに思っているところです。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/101
121704260X02020250523_103,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"あくまでも、政府としましては成長型経済を目指しているということです。
　その一方で、今委員おっしゃったように、過去三十年の投影ケースで考える、その必要性もある、その幅の中で当然検討を進めていくということでございます。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/103
121704260X02020250523_105,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,百年間の成長型というのを見通しているわけでございませんで、そういうことも含めて、成長型の経済と過去三十年投影ケース、その両方をしっかり見極めながらやっていくということでございます。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/105
121704260X02020250523_107,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,今御指摘いただきましたように、公的年金の財政状況を評価するに当たりましては、賃金上昇率などのように実績が前提を下回る要素がある一方で、年金積立金の運用利回りのように実績が前提を上回る要素もありますことから、これらの要素を総合的に見る必要がございまして、全体を総合的に評価すると、この過去三十年の実績ということになるということです。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/107
121704260X02020250523_111,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"先ほども申し上げましたが、法案の修正については今まさに与野党間で御協議をいただいているところでありますが、私といたしましても、全国民共通の基礎年金の給付水準の確保というのは大変重要な論点だというふうに思っております。
　また、今回のこの法案にはそれ以外にも様々な重要な項目が入っておりますので、しっかり説明を尽くしながら法案の成立を目指してまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/111
121704260X02020250523_117,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,令和六年財政検証に基づきまして、平均余命まで受給するとして機械的に試算をいたしますと、実質一％成長を見込んだ成長型経済移行・継続ケースでは、年金受給総額がマイナスとなられる方はおられず、また、実質ゼロ成長を見込んだ過去三十年投影ケースでは、若い世代ほど年金受給総額の増加が大きく、また、同じ世代で見れば、年金額が低い方ほど年金受給総額の増加が大きく、また、女性の方の方が男性よりも受給期間が長いため、年金受給総額の増加も大きくなる、そういう結果となってございます。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/117
121704260X02020250523_123,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"令和六年財政検証に基づきまして、二〇二四年度に六十五歳のモデル年金の年金受給総額について機械的に試算した結果によりますと、まず、実質一％成長を見込んだ成長型経済移行・継続ケースでは、平均余命まで受給する場合には二百三十四万円のプラス、百歳まで受給すれば四百五十六万円のプラスと、いずれもプラスとなっています。一方で、実質ゼロ成長を見込みました過去三十年投影ケースにおいては、平均余命まで受給される場合には三十一万円のマイナスとなる一方、百歳まで受給をされれば二百八十九万円のプラスとなる結果となってございます。
　一般論でございますが、マクロ経済スライドによる給付調整が終了した以降に受給する期間が長い方が改善効果は高くなりますことから、平均余命を超えて長生きされて年金を受給される場合には、仮にマクロ経済スライドの早期終了を実施した場合の生涯年金受給総額がプラスに転じることがあり得るというふうに思っております。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/123
121704260X02020250523_125,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,まず、今、修正案の内容を与野党で御協議いただいているわけでございますから、修正が仮になされたとすれば、その内容をしっかり見極めさせていただきたいと思います。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/125
121704260X02020250523_129,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"先ほど局長が申し上げましたとおり、数字の額だけを比較すれば同じ額だということでございます。
　高齢化が進む中で、仮に基礎年金の給付調整の早期終了を発動した場合には、経済規模に占める基礎年金の給付が増加し、これに伴って国庫負担の対ＧＤＰ比は現在よりも上昇すると見込まれるものですから、それを踏まえれば、制度改正に対応した安定財源の確保というのは必要だと考えております。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/129
121704260X02020250523_133,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"障害年金につきましては、一連の報道も踏まえ、令和六年度における認定状況の実態把握のための調査を行うように指示をしたところです。この調査は、六月中旬を目途にその結果を公表できるよう、日本年金機構とともに作業を進めさせていただいているところです。
　御指摘がありました問題が確認をされた場合には、必要な対応を取りたいというふうに思います。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/133
121704260X02020250523_137,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,今回の法案では、離婚の増加等の子を取り巻く環境の変化を踏まえまして、子自らの選択によらない事情により遺族基礎年金が支給停止されることがないようにする観点から、お尋ねがあったケースにつきましても遺族基礎年金を支給する見直し内容を盛り込んでおります。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/137
121704260X02020250523_141,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"資格確認書は、制度上、被保険者が電子資格確認を受けることができない状況にあるときに交付することとしております。
　その上で、特に七十五歳以上の後期高齢者の方々については、新たな機器の取扱いに不慣れである等の理由で、マイナ保険証への移行に一定の時間を要する蓋然性が一般的に高いと考えられることから、マイナ保険証の保有状況にかかわらず、資格確認書を職権交付するという暫定運用を行うこととしたものでございます。
　国民健康保険の被保険者には様々な年代、属性の方が含まれておりまして、そうした状況にはないというふうに考えておりますが、先ほど、渋谷、世田谷の例をお示しいただきました。個別の自治体の状況を把握しながら、必要な対応を行ってまいりたいと思います。
　なお、御提案がありました六十五歳から七十四歳までの方についてでございますが、この世代の方々は、マイナ保険証の利用率が他の年代と比較し相対的に高水準にあり、マイナ保険証への移行に一定の期間を要する蓋然性が一般に高いとは言えず、より多様な属性の方が含まれていることから、必ずしも後期高齢者の方々と同様に捉えることはできないというふうに考えています。
　いずれにしましても、発行済みの健康保険証の有効期限切れに伴いまして、マイナ保険証が使えないことで、患者さんの不利益であったり、自治体や医療機関窓口での混乱が生じないように、引き続き、国民の皆様であったり医療機関に対しまして丁寧に周知を行ってまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/141
121704260X02020250523_145,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"公的年金制度は、被保険者の働き方に応じて、加入をする際の制度の名称として、国民年金、厚生年金保険という用語を使っている一方で、受け取る際の年金の名称としては、基礎年金という用語を使い分けているところでございます。
　御指摘の厚生労働省のホームページに掲載している年金制度の基本的な資料につきましては、これまで、加入する制度と受け取る年金の名称を区別せずに、国民年金（基礎年金）と記載しておりましたため、受け取る年金については、国民年金という用語を使わず基礎年金に統一する、こういう見直しを行わせていただいたところでございます。
　今後も、基礎年金の周知広報に当たりましては、基礎年金、国民年金という表現を適切に使い分けながら、幅広い機会を捉え、分かりやすく、そして正確な広報に取り組んでまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/145
121704260X02020250523_151,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,今お話ありました基礎年金のマクロ経済スライドの早期終了は、基礎年金の給付水準が上昇することで、多くの厚生年金受給者の受給額の上昇にもつながるということでございます。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/151
121704260X02020250523_153,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"まず、さっき、厚生年金受給者の受給額の上昇、この受給者というのは、今の受給者もそうですが、将来の受給者も含めてというような意味合いだということは、まず前提として申し上げさせていただきたいと思います。
　その上で、今御指摘いただいた内容については、まさに今、修正協議で公党間でお話をされている話ですから、その内容について私が積極的に申し上げるというのもおかしな話でありますから、先ほども申し上げましたように、基礎年金のマクロ経済スライドを早期終了する、そういうことは何を意味するかというと、基礎年金の給付水準が上昇することで多くの厚生年金受給者の受給額の上昇にもつながる、こういったことはしっかり申し上げていきたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/153
121704260X02020250523_157,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"先ほど局長が申し上げたのを更に分かりやすくと言われても、なかなか難しいんですが、元々御提案をしておりました基礎年金のマクロ経済スライドの早期終了は、厚生年金の積立金の報酬比例部分、つまり二階と基礎年金、一階部分の給付への配分割合を変えて、基礎年金により多くの積立金を充当するものです。
　その上で、厚生年金受給者の報酬比例部分、つまり二階の所得代替率は低下しますが、その代わりに、基礎年金、一階部分の所得代替率は上昇する形となります。加えて、国庫負担も追加的に投入することになりますから、多くの厚生年金加入者の年金給付水準が増加する見込みということでございます。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/157
121704260X02020250523_165,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"平成十六年にマクロ経済スライドを導入した際の厚生年金積立金の、基礎年金、一階部分と報酬比例部分、二階部分への配合割合については試算を行っておらず、作業に一定の時間を要しますため、今のこのタイミングでお答えは難しいことは、恐縮ですが、御理解をいただきたいと思います。
　配分割合につきましては、将来の基礎年金、一階部分と報酬比例部分、二階の給付水準の見通しなどを基に決まるものでございます。一般論として申し上げれば、他の前提が同じである場合には、基礎年金、一階部分の給付水準が高ければ、基礎年金に充てるべき積立金の割合も相対的に高くなるというふうに考えられます。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/165
121704260X02020250523_173,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,御承知のとおり、財政検証、四ケースでやっています。そういう意味でいうと、委員が御指摘いただいたようなケースというのも、当然、可能性としてはあるわけでありますが、政府としては、成長経済型のモデルのケース、そして過去三十年型投影ケース、そういったことを前提に様々な施策を講じているということでございます。,https://kokkai.ndl.go.jp/txt/121704260X02020250523/173
121704260X02020250523_178,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"平成十六年の年金制度改正によりまして、現在の公的年金制度は、保険料の上限を固定しつつ、その範囲内で給付水準を調整しますマクロ経済スライドを導入した結果、仮に六十五歳の支給開始年齢を維持した場合であっても、年金財政の長期的なバランスが取れる仕組みとなっております。
　また、高齢者の方が、自らが六十五歳から七十五歳の間で受給を開始する時期を自由に選べる仕組みになっておりまして、健康状態等も含め、高齢期の状況は個人差がある中で、そうした選択肢があるということは重要と考えております。
　ですから、今後の仮定の話にお答えすることについては差し控えさせていただきますが、先ほどおっしゃった納付期間の延長等については、今回、検討規定とかには入っているところでありますが、支給開始年齢の引上げということについては考えておりませんで、現行制度の仕組みの下で着実に年金を支給してまいりたいと考えています。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/178
121704260X02020250523_180,217,厚生労働委員会,2025-05-23,第20号,福岡資麿,厚生労働大臣,大臣,厚生労働省,True,担当,不明,不明,"まず、ごめんなさい、先ほど、年金の支給開始を選べる選択肢で六十五歳から七十五歳と言いましたが、六十歳から七十五歳の間ということで訂正をさせていただきます。済みません。
　その上で、今御指摘いただきました倒産件数、これは民間企業が公表したものでございまして、この調査に対しますコメントは差し控えさせていただきたいと思います。
　滞納事業所への対応につきましては、事業所の経営状況であったり将来の見通しなどを丁寧に伺いながら、猶予であったり分割納付の相談に応じること、また、納付計画どおりに納付がされない場合であっても、直ちに猶予を取り消し、財産を差し押さえるのではなく、やむを得ない理由があると認められる場合には猶予を取り消さないことができることなど、公正かつ適正な運用が行われるよう、今、年金機構に対して対応を求めているところでございます。
　年金事務所において、国税関係法令等に基づき、事業所の状況に応じた対応が行われるよう、引き続き日本年金機構に対して指導を行ってまいりたいと思います。",https://kokkai.ndl.go.jp/txt/121704260X02020250523/180
