speech_id,session,committee,date,issue,speaker,speaker_position,role_level,ministry,is_responsible,responsibility_tag,questioner,questioner_group,speech_text,speech_url,attitude_tags,content_tags,raw_tag_response
120104601X01420200414_062,201,総務委員会,2020-04-14,第14号,小島敏文,厚生労働大臣政務官,大臣政務官,厚生労働省,False,非担当,小島敏文,自由民主党・無所属の会,"お答えいたします。
　長尾委員のおっしゃるとおり、数々の議員の方から、そうした外国人に対する、いわゆるしっかりとした情報を流せということは、各方面から伺っております。
　そういう中で、厚労省といたしましても、ホームページを通じまして英語あるいは中国語による情報発信をやっています。同時に、外務省と連携しながら、在外公館や外国特派員協会等を通じまして情報発信をるる行っているところでございます。
　また、新型コロナウイルス感染症への対応が想定されます医療機関に対しまして、外国人患者への対応等に係る支援ツールを広く再周知いたしまして、医療機関における外国語対応も支援しております。
　もっと詳しく申し上げますと、例えば、厚生労働省のホームページにおきまして、病院に対して、受け付け時に必要な書類、あるいは問診票、会計等につきましても、多言語で作成をした資料もつくっております。
　同時に、休日や夜間におきまして、電話通訳サービスの案内等の各種対応をワンストップで相談できます医療機関向けの窓口サービスも行っておるということでございます。
　同時に、重ねて申し上げますれば、今ごろは希少言語の国々の方々も在日でございますから、そういう方につきましても、厚生労働省におきまして、希少言語に対応した遠隔通訳サービス事業運営事務局、これは民間へ委託していますけれども、タイ語、タミール語、ネパール語等、十九種類の希少言語の電話通訳を対応しています。",https://kokkai.ndl.go.jp/txt/120104601X01420200414/62,EXPLAIN,"BUREAUCRATIC,CROSS_MINISTRY",
120104601X01320200407_105,201,総務委員会,2020-04-07,第13号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"公職選挙法と放送と両方についておっしゃられました。
　先ほどの、感染症を選挙に利用しているんじゃないかというような御指摘につきましては、これは個別の事案について、私ども、実質的調査権を持ちませんのでコメントはいたしません。
　また、放送法についてですけれども、放送番組は、放送法第三条に基づいて「法律に定める権限に基づく場合でなければ、何人からも干渉され、又は規律されることがない。」とされています。
　法律に定める権限に基づく場合として、例えば第百八条に、災害の場合の放送が定められております。この場合でも、具体的な放送の方法、内容などにつきましては、放送事業者の自主自律に委ねられております。
　また、新型インフルエンザ等対策特別措置法などに基づく、総合調整、指示というのは、法律に定める権限に基づく場合には該当いたしません。
　ＮＨＫにおかれましても、放送法の枠組みの中で放送番組を自主自律により編集しておりますので、公共放送としての社会的使命を十分に踏まえて、きめ細やかな情報提供を行って、国民・視聴者の皆様の負託に的確に応えていただきたいと存じます。",https://kokkai.ndl.go.jp/txt/120104601X01320200407/105,"REFUSE,EXPLAIN",BUREAUCRATIC,
120104601X01320200407_109,201,総務委員会,2020-04-07,第13号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"地上テレビ放送は、各家庭に広く普及しているテレビ端末を通じて情報を送り届ける基幹的なメディアでございます。健全な民主主義の発達に資するとともに、災害時にも有効な情報伝達手段となるということで、大切な社会的役割を果たしていただいております。
　一方で、衛星放送や有線放送は、多くのチャンネルを通じて、地域やコミュニティーに根差した番組を含む多種多様なコンテンツを届けてくださっているのですが、現時点では視聴環境にない世帯が相当数存在するということで、地上放送とは異なる位置づけとして役割分担をしております。
　ちなみに、衛星放送の世帯普及率は七七・一％、ケーブルテレビは約五二・二％ということでございますので、それぞれの役割を果たしていただくということと、地上テレビ放送の社会的意義というのは失われていないと考えているということを申し上げます。",https://kokkai.ndl.go.jp/txt/120104601X01320200407/109,EXPLAIN,BUREAUCRATIC,
120104601X01420200414_170,201,総務委員会,2020-04-14,第14号,宮下一郎,内閣府副大臣,副大臣,内閣府,False,非担当,宮下一郎,自由民主党・無所属の会,"お答えいたします。
　委員御指摘の、まず国民一律に支給して、別途返納をする、こういう御提案ですけれども、これをどういう仕組みに組むのかというのもなかなか難しいところがあると思います。
　累進税率を利用して、高額納税者の皆様はそこで実質返納ということができないかというような御主張も多いわけですけれども、これについては、最高税率の限界もございますので、全額返納ということにはなりませんし、全員の方に支給した場合には、本来は源泉徴収で課税関係が終了します多くのサラリーマンの皆さんも申告をしていただかないと公平性が担保できない、こういうような仕組みもございます。そういった事情もございます。
　このため、今回は、一律全国民の皆様に給付するのではなくて、生活の単位であります世帯に注目をして、そして、急激に収入が減少し足元の生活に困難を抱えておられる方々の生活維持のため、世帯単位で支給するということにしたものでございます。
　迅速に支給するという観点からも、前回、リーマン・ショック時の定額給付金には、かなり、二カ月半から三カ月ぐらい、多くの方に支給するのにかかっております。これを、五月中にも市町村の御協力も得ながら支給する、そういった仕組みを考えた場合には、今回の世帯主単位で支給をする、この方が迅速だという総合判断をしたものでございます。",https://kokkai.ndl.go.jp/txt/120104601X01420200414/170,EXPLAIN,"BUREAUCRATIC,TIMELINE",
120104601X01320200407_048,201,総務委員会,2020-04-07,第13号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,基本的に、日本国憲法で居住の自由などは保障されております。しかしながら、このような状況でございますので、国民の皆様におかれましては、正確な情報に基づいて冷静に行動いただくことをお願い申し上げますし、また、総務省としましては、引き続き都道府県と密接に連携しながら、適切な対応をとってまいります。,https://kokkai.ndl.go.jp/txt/120104601X01320200407/48,POSITIVE,"BUREAUCRATIC,CROSS_MINISTRY",
120104601X01420200414_124,201,総務委員会,2020-04-14,第14号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"確かに、東京都は財政力があることから、協力金という形を打ち出されたことは承知をいたしております。
　あくまでもちょっと一般論でしか答えられませんけれども、個別法で都道府県知事や市町村長に対して一定の権限が付与されているような法令というのは数多くございます。
　国が財政措置をこれに対してすべきかどうかということについては、地方公共団体が法律又は政令に基づいて新たな事務を行う義務を負うかどうか、また、地方団体が法令に基づいて実施しなければならない事務であって、国が進んで経費を負担する必要があるものかといった点に照らして判断されていると思います。
　この事務に係る財政措置のあり方については、地方団体間で大きな財政力の格差があるということも含めまして、まずは所管の省庁でしっかり御検討いただくべきものだと考えております。",https://kokkai.ndl.go.jp/txt/120104601X01420200414/124,"CONSIDER,EXPLAIN","BUREAUCRATIC,BUDGET,CROSS_MINISTRY",
120104601X01320200407_107,201,総務委員会,2020-04-07,第13号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"放送法の改正の中で災害放送の条文の中に感染症も加えるということでございますか。
　ちょっと、今直ちに判断はできません。検討はさせていただきます。",https://kokkai.ndl.go.jp/txt/120104601X01320200407/107,CONSIDER,BUREAUCRATIC,
120104601X01320200407_148,201,総務委員会,2020-04-07,第13号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"ただいま御決議のありました事項につきましては、その御趣旨を十分に尊重してまいりたいと存じます。
　　　　―――――――――――――",https://kokkai.ndl.go.jp/txt/120104601X01320200407/148,CONSIDER,BUREAUCRATIC,
120104601X01420200414_132,201,総務委員会,2020-04-14,第14号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"先ほど足立委員は特別交付税とおっしゃいましたけれども、特別交付税については、御承知のとおり、交付税財源の六％ということでございますので、また、十二月と三月の交付ということでございますので、これはなかなか使えない、使いにくいものだと思います。
　地方創生の臨時交付金、まだ制度設計が固まっていない状況の中で、私としては、地方公共団体のお声を聞いてきた立場の中で自分の見解を申し上げてまいりました。シンプルで、できるだけ地方公共団体が自由な使途に使えるものにといったことで、事例も挙げながら、見解は他省に伝えてまいりました。ただ、これは最終的に内閣府の方でしっかりと制度設計されるものであると考えておりますので、期待をしております。
　このほかにも、厚生労働省で医療関係、医療体制を強化するための交付金も別途あるということですから、各地方公共団体におかれて、それぞれ、交付金が来たら何を優先して使っていくのかというところを、組み合わせながら考えていただける環境になればいいと思っております。
　引き続き、関係府省と協議はしてまいりますが、総務省は交付業務のお手伝いをするという立場でございます。",https://kokkai.ndl.go.jp/txt/120104601X01420200414/132,"POSITIVE,CONSIDER","OWN_OPINION,CROSS_MINISTRY,BUREAUCRATIC",
120104601X01220200402_010,201,総務委員会,2020-04-02,第12号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"地方制度調査会では、今自治行政局長から答弁させていただきましたように、必要な地方行政体制のあり方について、現在精力的に御議論をいただいております。
　私は、我が国最大の危機であります人口減少に直面する中で、いつも申し上げていることではございますが、住民の皆様が安全な環境で暮らすことができて、質の高い教育や必要な福祉サービスを受けることができて、働く場所がある、そんな地方を全国各地につくっていく必要があると考えております。
　そのためにも、地方公共団体が自主性、主体性を発揮しながら、持続可能な形で行政サービスを提供し続けるための地方行政体制の実現に向けて、総務省としても支援をしていく必要があると思います。
　答申が取りまとめられました後は、総務省として、先ほど申し上げました問題意識や、また答申の御趣旨を踏まえて適切に対応してまいります。",https://kokkai.ndl.go.jp/txt/120104601X01220200402/10,"POSITIVE,CONSIDER","OWN_OPINION,BUREAUCRATIC",
120104601X01220200402_020,201,総務委員会,2020-04-02,第12号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"緊急防災・減災事業債につきましては、宗清委員おっしゃるとおり、令和二年度までを事業期間といたしておりますが、地方団体から事業期間の延長を求める非常に強い御要望をいただいております。
　まずは、地方団体が今年度の整備予定の事業に安心して取り組んでいただけますように、今年度末までに建設工事に着手した事業については、今回、令和三年度以降も現行と同様の地方財政措置を講ずることといたしました。
　その上で、令和三年度以降の本事業のあり方につきましては、地方団体の取組状況や御意見も十分お聞きして適切に対応してまいります。",https://kokkai.ndl.go.jp/txt/120104601X01220200402/20,"COMMIT,POSITIVE,CONSIDER","SPECIFIC_PLAN,TIMELINE",
120104601X01220200402_049,201,総務委員会,2020-04-02,第12号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"ＮＨＫの経営委員会においては、これまでの国会での御質疑などを踏まえまして、先月二十四日に一連の経緯を説明する資料を取りまとめ、公表されました。私も隅から隅まで拝読をいたしました。
　その内容につきましては、恐らく、読まれた方々でさまざまな評価があると思います。しかし、経営委員会が先月の十日及び二十四日に時間をかけて議論をしてまとめていただいたと思っておりますので、私は、まず経営委員会の判断を尊重したいと思っております。
　ただし、ＮＨＫは国民・視聴者の皆様の受信料で成り立つ公共放送でございますので、今後、放送法の趣旨を踏まえて、より高い透明性を確保していただきたいと考えております。",https://kokkai.ndl.go.jp/txt/120104601X01220200402/49,"EXPLAIN,CONSIDER",BUREAUCRATIC,
120104601X01320200407_073,201,総務委員会,2020-04-07,第13号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"５Ｇは、地域の発展に不可欠な基幹インフラとして、全国への速やかな展開が重要でございます。しかし、今、本村委員おっしゃいましたように、４Ｇよりも多くの基地局を設置する必要がございます。設備投資負担をできるだけ軽減しながら、低廉で高度なサービスを実現するということが課題となってまいります。
　総務省では、昨年四月の５Ｇに係る周波数割当ての際に、各携帯電話事業者に対して、二年以内に全都道府県でのサービスを開始することを義務づけるとともに、都市、地方を問わず、早期かつ広範に全国展開するよう条件を付しております。
　さらに、５Ｇの設備投資を支援していくために、条件不利地域における５Ｇ基地局などに要する経費の補助や、５Ｇ投資促進税制の創設といった財政支援に加えまして、複数事業者による基地局インフラの共用の促進といった環境整備にも取り組んでおります。
　こうした取組によりまして、事業者の投資負担を軽減するとともに、改正電気通信事業法の着実な施行を通じて事業者間の公正な競争を促進することで、利用者の料金負担が軽減されるように努めてまいります。",https://kokkai.ndl.go.jp/txt/120104601X01320200407/73,"POSITIVE,EXPLAIN","SPECIFIC_PLAN,BUDGET",
120104601X01220200402_114,201,総務委員会,2020-04-02,第12号,橋本岳,厚生労働副大臣,副大臣,厚生労働省,False,非担当,橋本岳,自由民主党・無所属の会,"お答えをいたします。
　今、水道事業についてのお尋ねでございますけれども、水道事業というのは、地方公営企業として、独立採算で経営されているものでございます。そのため、先ほどの、以前のお尋ねについても、それを前提としたお答えをしましたが、今回もそれを前提とした答弁をせざるを得ません。
　厚生労働省としては、今般の新型コロナウイルス感染症の影響を踏まえまして、水道事業者に対して、水道料金の支払いが困難な事情がある方に対して支払い猶予等、柔軟な対応をするように要請をしているところでございます。水道事業者ごとに、その必要性と内容を判断した上で対応いただいておるわけであります。
　厚生労働省として、経常的経費に対する財政的支援はこれまでも実施をしていないところでございまして、今後、ただ、支払い猶予等に関する各水道事業者における取組の実施状況を把握し、情報共有を図るなどの技術的支援につきましてしっかり行って、対応を働きかけてまいりたい、このように考えておるところでございます。",https://kokkai.ndl.go.jp/txt/120104601X01220200402/114,"EXPLAIN,CONSIDER",BUREAUCRATIC,
120104601X01320200407_052,201,総務委員会,2020-04-07,第13号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"まだこれは閣議決定していないということと、制度設計そのものについては私の担当ではございませんでしたので、その基準について今ここでコメントをすることは非常に難しいことでございます。
　ただ、かなり地方自治体に御負担もおかけをしながら給付をしていくということになりますので、いかに地方団体の方々の負担を減らすか、いかに制度設計といいますか、事務をシンプルにしていくか、それからまた、窓口に人が押し寄せるということのないように、いかに感染症拡大防止対策をとっていくか、そういうことで、現在、私も、この事務を任された場合の頭の体操をしているという状況でございます。
　基本的に、まだ確定したことは申し上げられませんが、例えば、申請書類をダウンロードしていただき、市町村役場に対して郵送をしていただく、そしてまた、基本的に振り込みという形で現金を給付するといった方法もあるのではないかなと今考えております。
　また、インターネットによる申請もどこまで可能なのか、こういったことも検討材料ですが、とにかく迅速にこれは組み立てていかなければなりません。
　全ての世帯にということでございましたが、恐らく西村大臣と麻生大臣も相談をされたと思うんですが、予算、基本的な財源との兼ね合いの中で、全ての世帯ということになると恐らく一世帯当たりの支給金額が少なくなってしまう、そういうことで、給付をするのに、本当にお困りの方にまずまとまった額をということであり、また、本当に今、家賃が払えない、そういった状況にある方々のために、先行して生活支援のための貸出しがある、それで、時間がたって結局返せない状況であると、そこは免除されるといったほかの施策もございますので、組み合わせながらこれを活用していただきたいと存じます。
　また、政府としては、もう少し、今既に使える施策について広報を強化すべきだと考えております。",https://kokkai.ndl.go.jp/txt/120104601X01320200407/52,"CONSIDER,EXPLAIN","OWN_OPINION,BUREAUCRATIC,BUDGET",
120104601X01320200407_099,201,総務委員会,2020-04-07,第13号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"今般の法改正によりまして技術基準に適合しない無線機器に対する規制を強化するに当たっては、無線機器が技術基準に適合しているか否かをより効果的に確認するためには、これまで総務省が販売自粛を求める観点から行ってきた試買テストを活用することを想定しております。
　具体的には、この電波法改正をお認めいただいた後でございますが、技術基準に適合しない無線機器について勧告や命令を行う上で、試買テストの枠組みを用いながら、対象機器と測定項目を拡充する必要がございます。
　ですから、電波法の適切な運用を行うという観点からは、総務省で人員や予算の面における体制強化が必要でございますので、令和三年度要求に向けて検討してまいりたいと存じます。
　また、プラットフォーマー規制が入らなかったということですが、もちろん、製造業者、輸入業者、販売業者に加えて、プラットフォーマーにおいても適切な取組は必要でございます。
　昨年、総務省の有識者会議で御検討いただきましたところ、複数のプラットフォーマーから取組を強化する旨の表明がございましたので、まずは、プラットフォーマーの自主的な取組を促すということが適当だと考えられました。
　ただ、今後、総務省としては、製造業者、輸入業者、販売業者に加えて、プラットフォーマーも含めたガイドラインを策定して、各社に求められる取組を明確化するということで主体的な取組を促すことといたします。また、フォローアップもしっかりと行ってまいります。",https://kokkai.ndl.go.jp/txt/120104601X01320200407/99,"COMMIT,POSITIVE","SPECIFIC_PLAN,BUDGET,TIMELINE",
120104601X01320200407_137,201,総務委員会,2020-04-07,第13号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,まだ緊急経済対策が閣議決定されておりませんので、具体の施策について、また、内閣府の方で制度設計されている施策についてはお答えできませんけれども、ただ、地方公共団体が担う役割というのが非常に大きくなってまいりますので、地方公共団体の財政運営に支障が生じないように、また、地方の窓口が混乱して感染拡大を招かないように、ここは十分に留意しながら事務に取り組んでまいりたいと存じます。,https://kokkai.ndl.go.jp/txt/120104601X01320200407/137,"CONSIDER,EXPLAIN",BUREAUCRATIC,
120104601X01220200402_105,201,総務委員会,2020-04-02,第12号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,今般の新型コロナウイルス感染症に係る国内外の経済の状況、また影響というものについては、地方三団体の長のお考えと私も認識を一にいたします。,https://kokkai.ndl.go.jp/txt/120104601X01220200402/105,POSITIVE,OWN_OPINION,
120104601X01220200402_117,201,総務委員会,2020-04-02,第12号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"三月三十日に、ＮＨＫの前田会長にお目にかかりまして、ホテル、旅館などの中小企業に関しまして受信料の減免を御検討いただけないかというお願いをいたしました。
　この受信料の減免につきましては、放送法の規定により、ＮＨＫが免除基準を定め、総務大臣の認可を受けることとされておりますので、ＮＨＫから変更認可申請がなされた場合には、迅速に対応したいと存じます。",https://kokkai.ndl.go.jp/txt/120104601X01220200402/117,"POSITIVE,CONSIDER",BUREAUCRATIC,
120104601X01220200402_109,201,総務委員会,2020-04-02,第12号,宮本周司,経済産業大臣政務官,大臣政務官,経済産業省,False,非担当,宮本周司,自由民主党・国民の声,"本村委員から今御指摘ございました。
　委員の御発言の中にもございましたが、さまざまな業種、またさまざまな規模、中小、小規模、また個人事業者やフリーランスの方々から多くの声が寄せられているのは経産省としても把握をしております。
　そして、先ほど西岡委員からの御質問に対して中小企業庁からも類似の御答弁があったかとは思いますが、今回、無利子無担保、これを政府系、金融公庫等でやっておりますが、更に民間にも延ばしていく。ただし、これから先の見通しが立たない中で、借りたくても、そこはやはりちゅうちょする、これが本音の声だとも認識をしております。
　これから、しっかりと事業を持続、継続させる、そして雇用も維持をしていただくために、中小企業、小規模事業者、フリーランスの方々にも迅速に届くような給付金、これを検討しておりますので、一日も早く具現化できるように、鋭意専心努力をしてまいりたいと思います。",https://kokkai.ndl.go.jp/txt/120104601X01220200402/109,"CONSIDER,POSITIVE",BUREAUCRATIC,
120104601X01220200402_124,201,総務委員会,2020-04-02,第12号,橋本岳,厚生労働副大臣,副大臣,厚生労働省,False,非担当,橋本岳,自由民主党・無所属の会,"愛知県さんの方で、医療機関が重症患者を治療する機能を維持をするために、症状がない感染者、軽症者の方などを対象に、一時的に生活が可能な入所施設を開設する、こういう発表をされたことは承知をしております。
　そもそも、今は、感染症法によりまして、陽性であるということがあれば、症状が重かろうと、あるいは無症状の方もおられます、どの方も入院をするということになっております。これはなぜかというと、要するに、病院に入院していただくことで必要な医療を提供するとともに、医療が要らなくても、感染拡大を防ぐというためにやっている目的です。
　そういう意味で、入院は、しかし、重症の方がふえていけば、そちらの方を優先したい、なので、無症状の方は宿泊施設ということも私たちは考えているところでございますし、感染を拡大しないという目的に沿った話でございますので、それを地方自治体が行う場合について、どうそれについて支援をしていくのかということ。あるいは、その患者の方が、今の定義でいうと入院ではないので往診という話になる、そうすると診療報酬がかかるね、御指摘のとおりです。
　ただ、先ほど申しましたような目的に沿ってそうしたことを行うということですから、どう取扱いをするのかしっかり考えて、御指摘も踏まえて考えてまいりたいと思っております。",https://kokkai.ndl.go.jp/txt/120104601X01220200402/124,"EXPLAIN,CONSIDER",BUREAUCRATIC,
120104601X01220200402_022,201,総務委員会,2020-04-02,第12号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"国民健康保険の健全な財政運営というのは重要なことでございます。市町村が行う一般会計からの決算補填を目的とする法定外繰入れなどについては、厚生労働省から地方団体に対して、赤字削減・解消計画を策定した上で計画的な削減、解消を進めるよう求めていると伺っております。
　加えまして、平成三十年度から、都道府県が財政運営の責任主体となる新制度が施行されましたので、毎年約三千四百億円の財政支援の拡充が行われるといったことで、保険者の財政基盤が強化されたところでございます。
　受益と負担の均衡を図って、国民健康保険の健全な財政運営のためには、この法定外繰入れなどの計画的な解消は必要だと考えております。
　私の奈良県のことも御紹介いただきましたが、大阪府でも取組が進められております。保険料水準の統一に向けて、医療費適正化や赤字解消などの取組をしているわけですけれども、厚生労働省では、都道府県と市町村の間でよく議論しながらこういう取組が進むように、先進、優良事例の横展開を進めていると聞いております。
　総務省としましても、今、見える化の御指摘もございましたが、厚生労働省と連携しながら、地方団体向けの説明会において法定外繰入れの解消について要請するなど、しっかりと地方団体の取組を応援してまいります。",https://kokkai.ndl.go.jp/txt/120104601X01220200402/22,"POSITIVE,EXPLAIN","BUREAUCRATIC,CROSS_MINISTRY",
120104601X01220200402_138,201,総務委員会,2020-04-02,第12号,神田憲次,内閣府大臣政務官,大臣政務官,内閣府,False,非担当,神田憲次,自由民主党・無所属の会,"お答え申し上げます。
　これも先ほど来先生のお言葉にあるように、手を挙げていただく、みずから手を挙げていただくということになるかと思いますけれども、おっしゃっている意味は生活福祉の給付金の関係なんだと思いますが、そういう形の、手を挙げていただく形になるかと存じます。",https://kokkai.ndl.go.jp/txt/120104601X01220200402/138,EXPLAIN,BUREAUCRATIC,
120104601X01220200402_047,201,総務委員会,2020-04-02,第12号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"去る三月三十日付で、日本郵政株式会社及び日本郵便株式会社の令和二事業年度の事業計画について認可をいたしました。
　今、西岡委員が御指摘くださったように、日本郵政グループにおいては、かんぽ生命保険の不適正募集問題を受けて、国民の皆様の信頼回復に向けて、もう全役職員が一丸となって全力で取り組んでいただく必要があると考えております。
　そのため、事業計画の認可に当たりましては、両社に対して、ガバナンス体制の構築を始め、かんぽ生命保険の不適正募集に関する業務改善計画を着実に実施することにより、国民の信頼の着実な回復に努めることを要請しております。
　また、今般の新型コロナウイルス感染症の状況を踏まえまして、両社に対しまして、ユニバーサルサービスの安定的な提供を行うとともに、災害時や感染症発生時の対応を適切に行うことも要請いたしました。
　また、日本郵政株式会社に対しては、経営の健全化に向けて、宿泊事業の抜本的な見直しを進めることも求めました。
　日本郵便株式会社及び日本郵政株式会社においては、認可した事業計画に沿って着実に業務を実施していただきたいと存じます。",https://kokkai.ndl.go.jp/txt/120104601X01220200402/47,"EXPLAIN,POSITIVE","BUREAUCRATIC,SPECIFIC_PLAN",
120104601X01220200402_026,201,総務委員会,2020-04-02,第12号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"新型コロナウイルス感染症の対策におきましては、現場の地方公共団体の役割が極めて重要でございます。
　今、西岡委員から御紹介いただきましたとおり、総務省では、都道府県、指定都市の幹部と総務省職員との一対一の連絡体制を通じて、ずっと政府の施策を、地方公共団体に最新の情報をお伝えするとともに、地方公共団体の御要望を伺って、関係省庁に迅速にフィードバックをしてまいりました。
　最初のころは、やはり地方公共団体から非常に強い御要望が多かったのはマスク不足でございました。医療機関や介護施設へのマスク供給につきましては、総務省、厚生労働省及び経済産業省が協力して、政府が一括して購入したマスクを都道府県などを通じて優先配布する取組を行っております。また、市町村が防災用に備蓄しておられたマスクを配布する場合にも、できるだけ医療機関や御高齢の方の施設、また障害者のおられる施設などに優先的に配布をお願いし、大変な御協力をいただきました。
　それから、地方公共団体からこのほかに強い御要望がありましたのは、ＰＣＲ検査体制の強化や学校給食費の保護者負担軽減への支援、雇用調整助成金の特例措置の拡大でございましたが、これらにつきましても、三月十日に取りまとめられた緊急対応策第二弾に盛り込まれ、要望は具体化されてきております。
　今も毎日のように新たな要望が来ておりますので、これからも地方公共団体と連携しながら、その思いを関係省庁にフィードバックして施策の具体化につなげるという形でしっかり取り組んでまいります。",https://kokkai.ndl.go.jp/txt/120104601X01220200402/26,"POSITIVE,EXPLAIN","CROSS_MINISTRY,BUREAUCRATIC",
120104601X01220200402_128,201,総務委員会,2020-04-02,第12号,高市早苗,総務大臣・内閣府特命担当大臣（マイナンバー制度）,大臣,総務省/内閣府,True,担当,高市早苗,自由民主党・無所属の会,"これまで、選挙期日及び任期を延長する特例法が制定されたのは、阪神・淡路大震災及び東日本大震災の二例のみでございます。
　これは、有権者の把握や施設の確保などの観点から、選挙の管理執行が物理的に困難であったということでありまして、その制定に関しては、選挙の管理執行機関たる被災地の選挙管理委員会からの御要請もございました。
　選挙の管理執行が物理的に困難であるという理由以外の理由で選挙を延期するか否かということにつきましては、これはもう選挙権の行使にかかわる大きな問題でございますので、各党各会派で御議論いただきたいと存じます。",https://kokkai.ndl.go.jp/txt/120104601X01220200402/128,"EXPLAIN,DEFER",BUREAUCRATIC,
120104601X01220200402_136,201,総務委員会,2020-04-02,第12号,神田憲次,内閣府大臣政務官,大臣政務官,内閣府,False,非担当,神田憲次,自由民主党・無所属の会,"お答え申し上げます。
　先ほども申し上げましたとおり、休業等により収入が減少いたしまして生活に困っている方々に対しましては、新たに直接の現金給付を行うということとしておりまして、今、その具体的な方法については、現時点で予断を持ってお答えすることは差し控えたいと存じます。
　その上で、先生が今御紹介になられました、アメリカの例ですね、小切手を用いた現金給付というお話なんですが、小切手の送付等については、一般論として、対象者を特定いたしまして発送するという手続の時間がかかるという点には留意が必要かと思っております。
　いずれにせよ、給付にいたしましては、感染症の影響を受け、本当に苦しい方々に支援が直接、可能な限り速やかに行き届くことが大事でございまして、過去の経験等踏まえて、今回の事態に即応した給付を可能にするための仕組みについて、先ほど来先生も同様の思いであるかと存じますが、可能な限り速やかに支援を直接お届けできる方法について検討を急ぎたいと考えておるところでございます。",https://kokkai.ndl.go.jp/txt/120104601X01220200402/136,"POSITIVE,CONSIDER","BUREAUCRATIC,OWN_OPINION",
